A,B,dispatch,trace,K,cycles,shift,useful_inheritance,cases,sum_uncompiled,sum_frozen,sum_replacement_oracle,sum_revision_oracle,sum_replacement_reactive_lex,sum_revision_reactive_lex,sum_replacement_reactive_stay,sum_revision_reactive_stay,revision_oracle_win_uncompiled,revision_oracle_tie_uncompiled,revision_oracle_loss_uncompiled,revision_oracle_win_frozen,revision_oracle_tie_frozen,revision_oracle_loss_frozen,revision_oracle_win_replacement,revision_oracle_tie_replacement,revision_oracle_loss_replacement,revision_reactive_lex_win_uncompiled,revision_reactive_lex_tie_uncompiled,revision_reactive_lex_loss_uncompiled,revision_reactive_lex_win_frozen,revision_reactive_lex_tie_frozen,revision_reactive_lex_loss_frozen,revision_reactive_lex_win_replacement,revision_reactive_lex_tie_replacement,revision_reactive_lex_loss_replacement,revision_reactive_stay_win_uncompiled,revision_reactive_stay_tie_uncompiled,revision_reactive_stay_loss_uncompiled,revision_reactive_stay_win_frozen,revision_reactive_stay_tie_frozen,revision_reactive_stay_loss_frozen,revision_reactive_stay_win_replacement,revision_reactive_stay_tie_replacement,revision_reactive_stay_loss_replacement,replacement_lex_regret_cases,replacement_lex_regret_sum,replacement_lex_regret_max,replacement_stay_regret_cases,replacement_stay_regret_sum,replacement_stay_regret_max,replacement_tie_changes_cost,revision_lex_regret_cases,revision_lex_regret_sum,revision_lex_regret_max,revision_stay_regret_cases,revision_stay_regret_sum,revision_stay_regret_max,revision_tie_changes_cost
184,250,1,4,1,4,far,1,176,45056,33336,33336,34040,33336,35352,33336,35064,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
184,250,1,8,1,4,far,1,176,45056,33336,33336,34744,33336,36056,33336,35768,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
184,250,1,0,4,1,unchanged,1,16,4096,2688,2688,2688,2688,2688,2688,2688,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,1,unchanged,1,16,4096,2688,2688,2720,2688,2720,2688,2720,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,1,unchanged,1,16,4096,2688,2688,2752,2688,2752,2688,2752,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,1,unchanged,1,16,4096,2688,2688,2816,2688,2816,2688,2816,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,1,one_edit,1,64,16384,12288,11776,11136,11776,11136,11776,11136,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,1,one_edit,1,64,16384,12288,11776,11264,11776,11264,11776,11264,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,1,one_edit,1,64,16384,12288,11776,11392,11776,11392,11776,11392,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,1,one_edit,1,64,16384,12288,11776,11648,11776,11648,11776,11648,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,1,far,1,176,45056,33336,32232,31656,32384,31680,32384,31680,176,0,0,170,6,0,160,16,0,176,0,0,170,0,6,160,16,0,176,0,0,170,0,6,160,16,0,38,152,4,38,152,4,0,6,24,4,6,24,4,0
184,250,1,2,4,1,far,1,176,45056,33336,32232,32008,32384,32032,32384,32032,176,0,0,138,32,6,64,96,16,176,0,0,138,32,6,96,64,16,176,0,0,138,32,6,96,64,16,38,152,4,38,152,4,0,6,24,4,6,24,4,0
184,250,1,4,4,1,far,1,176,45056,33336,32232,32360,32384,32384,32384,32384,176,0,0,138,0,38,64,0,112,176,0,0,138,0,38,96,0,80,176,0,0,138,0,38,96,0,80,38,152,4,38,152,4,0,6,24,4,6,24,4,0
184,250,1,8,4,1,far,1,176,45056,33336,32232,33064,32384,33088,32384,33088,176,0,0,128,10,38,0,0,176,176,0,0,128,10,38,0,0,176,176,0,0,128,10,38,0,0,176,38,152,4,38,152,4,0,6,24,4,6,24,4,0
184,250,1,0,4,2,unchanged,1,16,6144,3968,3968,3968,3968,3968,3968,3968,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,2,unchanged,1,16,6144,3968,3968,4000,3968,4000,3968,4000,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,2,unchanged,1,16,6144,3968,3968,4032,3968,4032,3968,4032,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,2,unchanged,1,16,6144,3968,3968,4096,3968,4096,3968,4096,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,2,one_edit,1,64,24576,18944,17920,16640,17920,16640,17920,16640,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,2,one_edit,1,64,24576,18944,17920,16768,17920,16768,17920,16768,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,2,one_edit,1,64,24576,18944,17920,16896,17920,16896,17920,16896,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,2,one_edit,1,64,24576,18944,17920,17152,17920,17152,17920,17152,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,2,far,1,176,67584,51184,48976,47824,49280,47872,49280,47872,176,0,0,170,6,0,160,16,0,176,0,0,170,0,6,160,16,0,176,0,0,170,0,6,160,16,0,38,304,8,38,304,8,0,6,48,8,6,48,8,0
184,250,1,2,4,2,far,1,176,67584,51184,48976,48176,49280,48224,49280,48224,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,38,304,8,38,304,8,0,6,48,8,6,48,8,0
184,250,1,4,4,2,far,1,176,67584,51184,48976,48528,49280,48576,49280,48576,176,0,0,138,32,6,64,96,16,176,0,0,138,32,6,96,64,16,176,0,0,138,32,6,96,64,16,38,304,8,38,304,8,0,6,48,8,6,48,8,0
184,250,1,8,4,2,far,1,176,67584,51184,48976,49232,49280,49280,49280,49280,176,0,0,138,0,38,64,0,112,176,0,0,138,0,38,96,0,80,176,0,0,138,0,38,96,0,80,38,304,8,38,304,8,0,6,48,8,6,48,8,0
184,250,1,0,4,4,unchanged,1,16,10240,6528,6528,6528,6528,6528,6528,6528,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,4,unchanged,1,16,10240,6528,6528,6560,6528,6560,6528,6560,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,4,unchanged,1,16,10240,6528,6528,6592,6528,6592,6528,6592,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,4,unchanged,1,16,10240,6528,6528,6656,6528,6656,6528,6656,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,4,one_edit,1,64,40960,32256,30208,27648,30208,27648,30208,27648,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,4,4,one_edit,1,64,40960,32256,30208,27776,30208,27776,30208,27776,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,4,4,one_edit,1,64,40960,32256,30208,27904,30208,27904,30208,27904,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,4,4,one_edit,1,64,40960,32256,30208,28160,30208,28160,30208,28160,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,4,4,far,1,176,112640,86880,82464,80160,83072,80256,83072,80256,176,0,0,170,6,0,160,16,0,176,0,0,170,0,6,160,16,0,176,0,0,170,0,6,160,16,0,38,608,16,38,608,16,0,6,96,16,6,96,16,0
184,250,1,2,4,4,far,1,176,112640,86880,82464,80512,83072,80608,83072,80608,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,38,608,16,38,608,16,0,6,96,16,6,96,16,0
184,250,1,4,4,4,far,1,176,112640,86880,82464,80864,83072,80960,83072,80960,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,176,0,0,170,0,6,160,0,16,38,608,16,38,608,16,0,6,96,16,6,96,16,0
184,250,1,8,4,4,far,1,176,112640,86880,82464,81568,83072,81664,83072,81664,176,0,0,138,32,6,64,96,16,176,0,0,138,32,6,96,64,16,176,0,0,138,32,6,96,64,16,38,608,16,38,608,16,0,6,96,16,6,96,16,0
184,250,1,0,16,1,unchanged,1,16,10240,6528,6528,6528,6528,6528,6528,6528,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,1,unchanged,1,16,10240,6528,6528,6560,6528,6560,6528,6560,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,1,unchanged,1,16,10240,6528,6528,6592,6528,6592,6528,6592,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,1,unchanged,1,16,10240,6528,6528,6656,6528,6656,6528,6656,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,1,one_edit,1,64,40960,32256,27136,26496,27136,26496,27136,26496,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,1,one_edit,1,64,40960,32256,27136,26624,27136,26624,27136,26624,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,1,one_edit,1,64,40960,32256,27136,26752,27136,26752,27136,26752,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,1,one_edit,1,64,40960,32256,27136,27008,27136,27008,27136,27008,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,1,far,1,176,112640,86880,74624,73920,74624,73920,74624,73920,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,1,far,1,176,112640,86880,74624,74272,74624,74272,74624,74272,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,1,far,1,176,112640,86880,74624,74624,74624,74624,74624,74624,176,0,0,176,0,0,96,0,80,176,0,0,176,0,0,96,0,80,176,0,0,176,0,0,96,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,1,far,1,176,112640,86880,74624,75328,74624,75328,74624,75328,176,0,0,176,0,0,0,0,176,176,0,0,176,0,0,0,0,176,176,0,0,176,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,2,unchanged,1,16,18432,11648,11648,11648,11648,11648,11648,11648,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,2,unchanged,1,16,18432,11648,11648,11680,11648,11680,11648,11680,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,2,unchanged,1,16,18432,11648,11648,11712,11648,11712,11648,11712,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,2,unchanged,1,16,18432,11648,11648,11776,11648,11776,11648,11776,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,2,one_edit,1,64,73728,58880,48640,47360,48640,47360,48640,47360,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,2,one_edit,1,64,73728,58880,48640,47488,48640,47488,48640,47488,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,2,one_edit,1,64,73728,58880,48640,47616,48640,47616,48640,47616,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,2,one_edit,1,64,73728,58880,48640,47872,48640,47872,48640,47872,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,2,far,1,176,202752,158272,133760,132352,133760,132352,133760,132352,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,2,far,1,176,202752,158272,133760,132704,133760,132704,133760,132704,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,2,far,1,176,202752,158272,133760,133056,133760,133056,133760,133056,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,2,far,1,176,202752,158272,133760,133760,133760,133760,133760,133760,176,0,0,176,0,0,96,0,80,176,0,0,176,0,0,96,0,80,176,0,0,176,0,0,96,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,4,unchanged,1,16,34816,21888,21888,21888,21888,21888,21888,21888,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,4,unchanged,1,16,34816,21888,21888,21920,21888,21920,21888,21920,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,4,unchanged,1,16,34816,21888,21888,21952,21888,21952,21888,21952,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,4,unchanged,1,16,34816,21888,21888,22016,21888,22016,21888,22016,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,4,one_edit,1,64,139264,112128,91648,89088,91648,89088,91648,89088,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,4,one_edit,1,64,139264,112128,91648,89216,91648,89216,91648,89216,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,4,one_edit,1,64,139264,112128,91648,89344,91648,89344,91648,89344,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,4,one_edit,1,64,139264,112128,91648,89600,91648,89600,91648,89600,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,0,16,4,far,1,176,382976,301056,252032,249216,252032,249216,252032,249216,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,176,0,0,176,0,0,160,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,2,16,4,far,1,176,382976,301056,252032,249568,252032,249568,252032,249568,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,4,16,4,far,1,176,382976,301056,252032,249920,252032,249920,252032,249920,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,176,0,0,176,0,0,160,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,1,8,16,4,far,1,176,382976,301056,252032,250624,252032,250624,252032,250624,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,176,0,0,176,0,0,96,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,0,1,1,unchanged,1,16,3840,2048,2048,2048,2048,2048,2048,2048,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,2,1,1,unchanged,1,16,3840,2048,2048,2080,2048,2080,2048,2080,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,4,1,1,unchanged,1,16,3840,2048,2048,2112,2048,2112,2048,2112,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,8,1,1,unchanged,1,16,3840,2048,2048,2176,2048,2176,2048,2176,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,0,1,1,one_edit,1,64,15360,8960,8960,8576,9216,8576,9216,8576,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,256,4,64,256,4,0,0,0,0,0,0,0,0
184,250,2,2,1,1,one_edit,1,64,15360,8960,8960,8704,9216,8704,9216,8704,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,256,4,64,256,4,0,0,0,0,0,0,0,0
184,250,2,4,1,1,one_edit,1,64,15360,8960,8960,8832,9216,8832,9216,8832,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,256,4,64,256,4,0,0,0,0,0,0,0,0
184,250,2,8,1,1,one_edit,1,64,15360,8960,8960,9088,9216,9088,9216,9088,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,64,0,0,64,0,0,0,0,64,64,0,0,64,256,4,64,256,4,0,0,0,0,0,0,0,0
184,250,2,0,1,1,far,1,176,42240,24412,24412,24284,24964,24580,24964,24580,176,0,0,64,112,0,64,112,0,176,0,0,64,6,106,128,16,32,176,0,0,64,6,106,128,16,32,138,552,4,138,552,4,0,106,296,4,106,296,4,0
184,250,2,2,1,1,far,1,176,42240,24412,24412,24636,24964,24932,24964,24932,176,0,0,0,64,112,0,64,112,176,0,0,0,64,112,64,64,48,176,0,0,0,64,112,64,64,48,138,552,4,138,552,4,0,106,296,4,106,296,4,0
184,250,2,4,1,1,far,1,176,42240,24412,24412,24988,24964,25284,24964,25284,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,64,0,112,176,0,0,0,0,176,64,0,112,138,552,4,138,552,4,0,106,296,4,106,296,4,0
184,250,2,8,1,1,far,1,176,42240,24412,24412,25692,24964,25988,24964,25988,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,138,552,4,138,552,4,0,106,296,4,106,296,4,0
184,250,2,0,1,2,unchanged,1,16,4608,2432,2432,2432,2432,2432,2432,2432,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,2,1,2,unchanged,1,16,4608,2432,2432,2464,2432,2464,2432,2464,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,4,1,2,unchanged,1,16,4608,2432,2432,2496,2432,2496,2432,2496,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,8,1,2,unchanged,1,16,4608,2432,2432,2560,2432,2560,2432,2560,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,0,1,2,one_edit,1,64,18432,11264,11264,10496,11776,10496,11776,10496,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,512,8,64,512,8,0,0,0,0,0,0,0,0
184,250,2,2,1,2,one_edit,1,64,18432,11264,11264,10624,11776,10624,11776,10624,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,512,8,64,512,8,0,0,0,0,0,0,0,0
184,250,2,4,1,2,one_edit,1,64,18432,11264,11264,10752,11776,10752,11776,10752,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,512,8,64,512,8,0,0,0,0,0,0,0,0
184,250,2,8,1,2,one_edit,1,64,18432,11264,11264,11008,11776,11008,11776,11008,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,512,8,64,512,8,0,0,0,0,0,0,0,0
184,250,2,0,1,2,far,1,176,50688,30520,30520,30264,31624,30856,31624,30856,176,0,0,64,112,0,64,112,0,176,0,0,64,6,106,128,16,32,176,0,0,64,6,106,128,16,32,138,1104,8,138,1104,8,0,106,592,8,106,592,8,0
184,250,2,2,1,2,far,1,176,50688,30520,30520,30616,31624,31208,31624,31208,176,0,0,64,0,112,64,0,112,176,0,0,64,0,112,128,0,48,176,0,0,64,0,112,128,0,48,138,1104,8,138,1104,8,0,106,592,8,106,592,8,0
184,250,2,4,1,2,far,1,176,50688,30520,30520,30968,31624,31560,31624,31560,176,0,0,0,64,112,0,64,112,176,0,0,0,64,112,64,64,48,176,0,0,0,64,112,64,64,48,138,1104,8,138,1104,8,0,106,592,8,106,592,8,0
184,250,2,8,1,2,far,1,176,50688,30520,30520,31672,31624,32264,31624,32264,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,64,0,112,176,0,0,0,0,176,64,0,112,138,1104,8,138,1104,8,0,106,592,8,106,592,8,0
184,250,2,0,1,4,unchanged,1,16,6144,3200,3200,3200,3200,3200,3200,3200,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,2,1,4,unchanged,1,16,6144,3200,3200,3232,3200,3232,3200,3232,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,4,1,4,unchanged,1,16,6144,3200,3200,3264,3200,3264,3200,3264,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,8,1,4,unchanged,1,16,6144,3200,3200,3328,3200,3328,3200,3328,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,250,2,0,1,4,one_edit,1,64,24576,15872,15872,14336,16896,14336,16896,14336,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,1024,16,64,1024,16,0,0,0,0,0,0,0,0
184,250,2,2,1,4,one_edit,1,64,24576,15872,15872,14464,16896,14464,16896,14464,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,1024,16,64,1024,16,0,0,0,0,0,0,0,0
184,250,2,4,1,4,one_edit,1,64,24576,15872,15872,14592,16896,14592,16896,14592,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,1024,16,64,1024,16,0,0,0,0,0,0,0,0
