n,projection,block,stride,ensemble,test_kind,test_seed,model,depth,radius,detector,region,samples,errors,seen,supported,supported_errors,baseline_errors,fixed,broken
840,derivative,1,1,2,random,308,history,1,1,r3-7,ambiguous,59295,4362,59295,59295,4362,9487,5125,0
840,derivative,1,1,2,random,308,history,1,1,r3-7,departure,202504,11674,202504,202504,11674,41893,31210,991
840,derivative,1,1,2,random,308,history,1,1,r3-7,all,425040,27845,425040,425040,27845,74812,47958,991
840,derivative,1,1,2,random,308,history,1,1,r7-14,background,98659,6985,98659,98659,6985,13973,6988,0
840,derivative,1,1,2,random,308,history,1,1,r7-14,ambiguous,64582,4824,64582,64582,4824,9459,4635,0
840,derivative,1,1,2,random,308,history,1,1,r7-14,departure,261799,16036,261799,261799,16036,51380,36335,991
840,derivative,1,1,2,random,308,history,1,1,r7-14,all,425040,27845,425040,425040,27845,74812,47958,991
840,derivative,1,1,2,ether,0,history,1,1,r3-7,background,425040,30360,425040,425040,30360,60720,30360,0
840,derivative,1,1,2,ether,0,history,1,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,1,1,r3-7,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,1,1,r3-7,all,425040,30360,425040,425040,30360,60720,30360,0
840,derivative,1,1,2,ether,0,history,1,1,r7-14,background,425040,30360,425040,425040,30360,60720,30360,0
840,derivative,1,1,2,ether,0,history,1,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,1,1,r7-14,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,1,1,r7-14,all,425040,30360,425040,425040,30360,60720,30360,0
840,derivative,1,1,2,perturbed,401,history,1,1,r3-7,background,360388,25850,360388,360388,25850,51653,25803,0
840,derivative,1,1,2,perturbed,401,history,1,1,r3-7,ambiguous,20914,1562,20914,20914,1562,3215,1653,0
840,derivative,1,1,2,perturbed,401,history,1,1,r3-7,departure,43738,2640,43738,43738,2640,8837,6525,328
840,derivative,1,1,2,perturbed,401,history,1,1,r3-7,all,425040,30052,425040,425040,30052,63705,33981,328
840,derivative,1,1,2,perturbed,401,history,1,1,r7-14,background,325109,23243,325109,325109,23243,46376,23133,0
840,derivative,1,1,2,perturbed,401,history,1,1,r7-14,ambiguous,35279,2607,35279,35279,2607,5277,2670,0
840,derivative,1,1,2,perturbed,401,history,1,1,r7-14,departure,64652,4202,64652,64652,4202,12052,8178,328
840,derivative,1,1,2,perturbed,401,history,1,1,r7-14,all,425040,30052,425040,425040,30052,63705,33981,328
840,derivative,1,1,2,perturbed,402,history,1,1,r3-7,background,328677,23614,328677,328677,23614,47084,23470,0
840,derivative,1,1,2,perturbed,402,history,1,1,r3-7,ambiguous,29980,2143,29980,29980,2143,4674,2531,0
840,derivative,1,1,2,perturbed,402,history,1,1,r3-7,departure,66383,3956,66383,66383,3956,13320,9776,412
840,derivative,1,1,2,perturbed,402,history,1,1,r3-7,all,425040,29713,425040,425040,29713,65078,35777,412
840,derivative,1,1,2,perturbed,402,history,1,1,r7-14,background,282426,20145,282426,282426,20145,40267,20122,0
840,derivative,1,1,2,perturbed,402,history,1,1,r7-14,ambiguous,46251,3469,46251,46251,3469,6817,3348,0
840,derivative,1,1,2,perturbed,402,history,1,1,r7-14,departure,96363,6099,96363,96363,6099,17994,12307,412
840,derivative,1,1,2,perturbed,402,history,1,1,r7-14,all,425040,29713,425040,425040,29713,65078,35777,412
840,derivative,1,1,2,random,301,history,2,1,r3-7,background,132553,0,132553,132553,0,19234,19234,0
840,derivative,1,1,2,random,301,history,2,1,r3-7,ambiguous,59989,0,59989,59989,0,9045,9045,0
840,derivative,1,1,2,random,301,history,2,1,r3-7,departure,232498,5443,232498,232498,5443,47361,46894,4976
840,derivative,1,1,2,random,301,history,2,1,r3-7,all,425040,5443,425040,425040,5443,75640,75173,4976
840,derivative,1,1,2,random,301,history,2,1,r7-14,background,72047,0,72047,72047,0,10210,10210,0
840,derivative,1,1,2,random,301,history,2,1,r7-14,ambiguous,60506,0,60506,60506,0,9024,9024,0
840,derivative,1,1,2,random,301,history,2,1,r7-14,departure,292487,5443,292487,292487,5443,56406,55939,4976
840,derivative,1,1,2,random,301,history,2,1,r7-14,all,425040,5443,425040,425040,5443,75640,75173,4976
840,derivative,1,1,2,random,302,history,2,1,r3-7,background,199526,0,199526,199526,0,28859,28859,0
840,derivative,1,1,2,random,302,history,2,1,r3-7,ambiguous,56575,0,56575,56575,0,8306,8306,0
840,derivative,1,1,2,random,302,history,2,1,r3-7,departure,168939,3548,168939,168939,3548,34434,34134,3248
840,derivative,1,1,2,random,302,history,2,1,r3-7,all,425040,3548,425040,425040,3548,71599,71299,3248
840,derivative,1,1,2,random,302,history,2,1,r7-14,background,128792,0,128792,128792,0,18352,18352,0
840,derivative,1,1,2,random,302,history,2,1,r7-14,ambiguous,70734,0,70734,70734,0,10507,10507,0
840,derivative,1,1,2,random,302,history,2,1,r7-14,departure,225514,3548,225514,225514,3548,42740,42440,3248
840,derivative,1,1,2,random,302,history,2,1,r7-14,all,425040,3548,425040,425040,3548,71599,71299,3248
840,derivative,1,1,2,random,303,history,2,1,r3-7,background,241478,0,241478,241478,0,34779,34779,0
840,derivative,1,1,2,random,303,history,2,1,r3-7,ambiguous,44510,0,44510,44510,0,6534,6534,0
840,derivative,1,1,2,random,303,history,2,1,r3-7,departure,139052,2965,139052,139052,2965,28133,27961,2793
840,derivative,1,1,2,random,303,history,2,1,r3-7,all,425040,2965,425040,425040,2965,69446,69274,2793
840,derivative,1,1,2,random,303,history,2,1,r7-14,background,187088,0,187088,187088,0,26664,26664,0
840,derivative,1,1,2,random,303,history,2,1,r7-14,ambiguous,54390,0,54390,54390,0,8115,8115,0
840,derivative,1,1,2,random,303,history,2,1,r7-14,departure,183562,2965,183562,183562,2965,34667,34495,2793
840,derivative,1,1,2,random,303,history,2,1,r7-14,all,425040,2965,425040,425040,2965,69446,69274,2793
840,derivative,1,1,2,random,304,history,2,1,r3-7,background,181629,0,181629,181629,0,26202,26202,0
840,derivative,1,1,2,random,304,history,2,1,r3-7,ambiguous,53981,0,53981,53981,0,8189,8189,0
840,derivative,1,1,2,random,304,history,2,1,r3-7,departure,189430,3846,189430,189430,3846,39040,38709,3515
840,derivative,1,1,2,random,304,history,2,1,r3-7,all,425040,3846,425040,425040,3846,73431,73100,3515
840,derivative,1,1,2,random,304,history,2,1,r7-14,background,116192,0,116192,116192,0,16533,16533,0
840,derivative,1,1,2,random,304,history,2,1,r7-14,ambiguous,65437,0,65437,65437,0,9669,9669,0
840,derivative,1,1,2,random,304,history,2,1,r7-14,departure,243411,3846,243411,243411,3846,47229,46898,3515
840,derivative,1,1,2,random,304,history,2,1,r7-14,all,425040,3846,425040,425040,3846,73431,73100,3515
840,derivative,1,1,2,random,305,history,2,1,r3-7,background,169282,0,169282,169282,0,24409,24409,0
840,derivative,1,1,2,random,305,history,2,1,r3-7,ambiguous,55532,0,55532,55532,0,8576,8576,0
840,derivative,1,1,2,random,305,history,2,1,r3-7,departure,200226,4603,200226,200226,4603,40269,39989,4323
840,derivative,1,1,2,random,305,history,2,1,r3-7,all,425040,4603,425040,425040,4603,73254,72974,4323
840,derivative,1,1,2,random,305,history,2,1,r7-14,background,105375,0,105375,105375,0,14982,14982,0
840,derivative,1,1,2,random,305,history,2,1,r7-14,ambiguous,63907,0,63907,63907,0,9427,9427,0
840,derivative,1,1,2,random,305,history,2,1,r7-14,departure,255758,4603,255758,255758,4603,48845,48565,4323
840,derivative,1,1,2,random,305,history,2,1,r7-14,all,425040,4603,425040,425040,4603,73254,72974,4323
840,derivative,1,1,2,random,306,history,2,1,r3-7,background,208168,0,208168,208168,0,30041,30041,0
840,derivative,1,1,2,random,306,history,2,1,r3-7,ambiguous,53838,0,53838,53838,0,8135,8135,0
840,derivative,1,1,2,random,306,history,2,1,r3-7,departure,163034,3604,163034,163034,3604,33054,32791,3341
840,derivative,1,1,2,random,306,history,2,1,r3-7,all,425040,3604,425040,425040,3604,71230,70967,3341
840,derivative,1,1,2,random,306,history,2,1,r7-14,background,140588,0,140588,140588,0,19986,19986,0
840,derivative,1,1,2,random,306,history,2,1,r7-14,ambiguous,67580,0,67580,67580,0,10055,10055,0
840,derivative,1,1,2,random,306,history,2,1,r7-14,departure,216872,3604,216872,216872,3604,41189,40926,3341
840,derivative,1,1,2,random,306,history,2,1,r7-14,all,425040,3604,425040,425040,3604,71230,70967,3341
840,derivative,1,1,2,random,307,history,2,1,r3-7,background,139625,0,139625,139625,0,20210,20210,0
840,derivative,1,1,2,random,307,history,2,1,r3-7,ambiguous,61274,0,61274,61274,0,9307,9307,0
840,derivative,1,1,2,random,307,history,2,1,r3-7,departure,224141,4989,224141,224141,4989,45474,45105,4620
840,derivative,1,1,2,random,307,history,2,1,r3-7,all,425040,4989,425040,425040,4989,74991,74622,4620
840,derivative,1,1,2,random,307,history,2,1,r7-14,background,75219,0,75219,75219,0,10679,10679,0
840,derivative,1,1,2,random,307,history,2,1,r7-14,ambiguous,64406,0,64406,64406,0,9531,9531,0
840,derivative,1,1,2,random,307,history,2,1,r7-14,departure,285415,4989,285415,285415,4989,54781,54412,4620
840,derivative,1,1,2,random,307,history,2,1,r7-14,all,425040,4989,425040,425040,4989,74991,74622,4620
840,derivative,1,1,2,random,308,history,2,1,r3-7,background,163241,0,163241,163241,0,23432,23432,0
840,derivative,1,1,2,random,308,history,2,1,r3-7,ambiguous,59295,0,59295,59295,0,9487,9487,0
840,derivative,1,1,2,random,308,history,2,1,r3-7,departure,202504,3832,202504,202504,3832,41893,41568,3507
840,derivative,1,1,2,random,308,history,2,1,r3-7,all,425040,3832,425040,425040,3832,74812,74487,3507
840,derivative,1,1,2,random,308,history,2,1,r7-14,background,98659,0,98659,98659,0,13973,13973,0
840,derivative,1,1,2,random,308,history,2,1,r7-14,ambiguous,64582,0,64582,64582,0,9459,9459,0
840,derivative,1,1,2,random,308,history,2,1,r7-14,departure,261799,3832,261799,261799,3832,51380,51055,3507
840,derivative,1,1,2,random,308,history,2,1,r7-14,all,425040,3832,425040,425040,3832,74812,74487,3507
840,derivative,1,1,2,ether,0,history,2,1,r3-7,background,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,2,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,2,1,r3-7,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,2,1,r3-7,all,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,2,1,r7-14,background,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,2,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,2,1,r7-14,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,2,1,r7-14,all,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,perturbed,401,history,2,1,r3-7,background,360388,0,360388,360388,0,51653,51653,0
840,derivative,1,1,2,perturbed,401,history,2,1,r3-7,ambiguous,20914,0,20914,20914,0,3215,3215,0
840,derivative,1,1,2,perturbed,401,history,2,1,r3-7,departure,43738,493,43738,43738,493,8837,8805,461
840,derivative,1,1,2,perturbed,401,history,2,1,r3-7,all,425040,493,425040,425040,493,63705,63673,461
840,derivative,1,1,2,perturbed,401,history,2,1,r7-14,background,325109,0,325109,325109,0,46376,46376,0
840,derivative,1,1,2,perturbed,401,history,2,1,r7-14,ambiguous,35279,0,35279,35279,0,5277,5277,0
840,derivative,1,1,2,perturbed,401,history,2,1,r7-14,departure,64652,493,64652,64652,493,12052,12020,461
840,derivative,1,1,2,perturbed,401,history,2,1,r7-14,all,425040,493,425040,425040,493,63705,63673,461
840,derivative,1,1,2,perturbed,402,history,2,1,r3-7,background,328677,0,328677,328677,0,47084,47084,0
840,derivative,1,1,2,perturbed,402,history,2,1,r3-7,ambiguous,29980,0,29980,29980,0,4674,4674,0
840,derivative,1,1,2,perturbed,402,history,2,1,r3-7,departure,66383,1045,66383,66383,1045,13320,13229,954
840,derivative,1,1,2,perturbed,402,history,2,1,r3-7,all,425040,1045,425040,425040,1045,65078,64987,954
840,derivative,1,1,2,perturbed,402,history,2,1,r7-14,background,282426,0,282426,282426,0,40267,40267,0
840,derivative,1,1,2,perturbed,402,history,2,1,r7-14,ambiguous,46251,0,46251,46251,0,6817,6817,0
840,derivative,1,1,2,perturbed,402,history,2,1,r7-14,departure,96363,1045,96363,96363,1045,17994,17903,954
840,derivative,1,1,2,perturbed,402,history,2,1,r7-14,all,425040,1045,425040,425040,1045,65078,64987,954
840,derivative,1,1,2,random,301,history,3,1,r3-7,background,132553,0,132553,132553,0,19234,19234,0
840,derivative,1,1,2,random,301,history,3,1,r3-7,ambiguous,59989,0,59989,59989,0,9045,9045,0
840,derivative,1,1,2,random,301,history,3,1,r3-7,departure,232498,2750,232498,232498,2750,47361,47361,2750
840,derivative,1,1,2,random,301,history,3,1,r3-7,all,425040,2750,425040,425040,2750,75640,75640,2750
840,derivative,1,1,2,random,301,history,3,1,r7-14,background,72047,0,72047,72047,0,10210,10210,0
840,derivative,1,1,2,random,301,history,3,1,r7-14,ambiguous,60506,0,60506,60506,0,9024,9024,0
840,derivative,1,1,2,random,301,history,3,1,r7-14,departure,292487,2750,292487,292487,2750,56406,56406,2750
840,derivative,1,1,2,random,301,history,3,1,r7-14,all,425040,2750,425040,425040,2750,75640,75640,2750
840,derivative,1,1,2,random,302,history,3,1,r3-7,background,199526,0,199526,199526,0,28859,28859,0
840,derivative,1,1,2,random,302,history,3,1,r3-7,ambiguous,56575,0,56575,56575,0,8306,8306,0
840,derivative,1,1,2,random,302,history,3,1,r3-7,departure,168939,1711,168939,168939,1711,34434,34434,1711
840,derivative,1,1,2,random,302,history,3,1,r3-7,all,425040,1711,425040,425040,1711,71599,71599,1711
840,derivative,1,1,2,random,302,history,3,1,r7-14,background,128792,0,128792,128792,0,18352,18352,0
840,derivative,1,1,2,random,302,history,3,1,r7-14,ambiguous,70734,0,70734,70734,0,10507,10507,0
840,derivative,1,1,2,random,302,history,3,1,r7-14,departure,225514,1711,225514,225514,1711,42740,42740,1711
840,derivative,1,1,2,random,302,history,3,1,r7-14,all,425040,1711,425040,425040,1711,71599,71599,1711
840,derivative,1,1,2,random,303,history,3,1,r3-7,background,241478,0,241478,241478,0,34779,34779,0
840,derivative,1,1,2,random,303,history,3,1,r3-7,ambiguous,44510,0,44510,44510,0,6534,6534,0
840,derivative,1,1,2,random,303,history,3,1,r3-7,departure,139052,1632,139052,139052,1632,28133,28133,1632
840,derivative,1,1,2,random,303,history,3,1,r3-7,all,425040,1632,425040,425040,1632,69446,69446,1632
840,derivative,1,1,2,random,303,history,3,1,r7-14,background,187088,0,187088,187088,0,26664,26664,0
840,derivative,1,1,2,random,303,history,3,1,r7-14,ambiguous,54390,0,54390,54390,0,8115,8115,0
840,derivative,1,1,2,random,303,history,3,1,r7-14,departure,183562,1632,183562,183562,1632,34667,34667,1632
840,derivative,1,1,2,random,303,history,3,1,r7-14,all,425040,1632,425040,425040,1632,69446,69446,1632
840,derivative,1,1,2,random,304,history,3,1,r3-7,background,181629,0,181629,181629,0,26202,26202,0
840,derivative,1,1,2,random,304,history,3,1,r3-7,ambiguous,53981,0,53981,53981,0,8189,8189,0
840,derivative,1,1,2,random,304,history,3,1,r3-7,departure,189430,1856,189430,189430,1856,39040,39040,1856
840,derivative,1,1,2,random,304,history,3,1,r3-7,all,425040,1856,425040,425040,1856,73431,73431,1856
840,derivative,1,1,2,random,304,history,3,1,r7-14,background,116192,0,116192,116192,0,16533,16533,0
840,derivative,1,1,2,random,304,history,3,1,r7-14,ambiguous,65437,0,65437,65437,0,9669,9669,0
840,derivative,1,1,2,random,304,history,3,1,r7-14,departure,243411,1856,243411,243411,1856,47229,47229,1856
840,derivative,1,1,2,random,304,history,3,1,r7-14,all,425040,1856,425040,425040,1856,73431,73431,1856
840,derivative,1,1,2,random,305,history,3,1,r3-7,background,169282,0,169282,169282,0,24409,24409,0
840,derivative,1,1,2,random,305,history,3,1,r3-7,ambiguous,55532,0,55532,55532,0,8576,8576,0
840,derivative,1,1,2,random,305,history,3,1,r3-7,departure,200226,2547,200226,200226,2547,40269,40269,2547
840,derivative,1,1,2,random,305,history,3,1,r3-7,all,425040,2547,425040,425040,2547,73254,73254,2547
840,derivative,1,1,2,random,305,history,3,1,r7-14,background,105375,0,105375,105375,0,14982,14982,0
840,derivative,1,1,2,random,305,history,3,1,r7-14,ambiguous,63907,0,63907,63907,0,9427,9427,0
840,derivative,1,1,2,random,305,history,3,1,r7-14,departure,255758,2547,255758,255758,2547,48845,48845,2547
840,derivative,1,1,2,random,305,history,3,1,r7-14,all,425040,2547,425040,425040,2547,73254,73254,2547
840,derivative,1,1,2,random,306,history,3,1,r3-7,background,208168,0,208168,208168,0,30041,30041,0
840,derivative,1,1,2,random,306,history,3,1,r3-7,ambiguous,53838,0,53838,53838,0,8135,8135,0
840,derivative,1,1,2,random,306,history,3,1,r3-7,departure,163034,2074,163034,163034,2074,33054,33054,2074
840,derivative,1,1,2,random,306,history,3,1,r3-7,all,425040,2074,425040,425040,2074,71230,71230,2074
840,derivative,1,1,2,random,306,history,3,1,r7-14,background,140588,0,140588,140588,0,19986,19986,0
840,derivative,1,1,2,random,306,history,3,1,r7-14,ambiguous,67580,0,67580,67580,0,10055,10055,0
840,derivative,1,1,2,random,306,history,3,1,r7-14,departure,216872,2074,216872,216872,2074,41189,41189,2074
840,derivative,1,1,2,random,306,history,3,1,r7-14,all,425040,2074,425040,425040,2074,71230,71230,2074
840,derivative,1,1,2,random,307,history,3,1,r3-7,background,139625,0,139625,139625,0,20210,20210,0
840,derivative,1,1,2,random,307,history,3,1,r3-7,ambiguous,61274,0,61274,61274,0,9307,9307,0
840,derivative,1,1,2,random,307,history,3,1,r3-7,departure,224141,2520,224141,224141,2520,45474,45474,2520
840,derivative,1,1,2,random,307,history,3,1,r3-7,all,425040,2520,425040,425040,2520,74991,74991,2520
840,derivative,1,1,2,random,307,history,3,1,r7-14,background,75219,0,75219,75219,0,10679,10679,0
840,derivative,1,1,2,random,307,history,3,1,r7-14,ambiguous,64406,0,64406,64406,0,9531,9531,0
840,derivative,1,1,2,random,307,history,3,1,r7-14,departure,285415,2520,285415,285415,2520,54781,54781,2520
840,derivative,1,1,2,random,307,history,3,1,r7-14,all,425040,2520,425040,425040,2520,74991,74991,2520
840,derivative,1,1,2,random,308,history,3,1,r3-7,background,163241,0,163241,163241,0,23432,23432,0
840,derivative,1,1,2,random,308,history,3,1,r3-7,ambiguous,59295,0,59295,59295,0,9487,9487,0
840,derivative,1,1,2,random,308,history,3,1,r3-7,departure,202504,1901,202504,202504,1901,41893,41893,1901
840,derivative,1,1,2,random,308,history,3,1,r3-7,all,425040,1901,425040,425040,1901,74812,74812,1901
840,derivative,1,1,2,random,308,history,3,1,r7-14,background,98659,0,98659,98659,0,13973,13973,0
840,derivative,1,1,2,random,308,history,3,1,r7-14,ambiguous,64582,0,64582,64582,0,9459,9459,0
840,derivative,1,1,2,random,308,history,3,1,r7-14,departure,261799,1901,261799,261799,1901,51380,51380,1901
840,derivative,1,1,2,random,308,history,3,1,r7-14,all,425040,1901,425040,425040,1901,74812,74812,1901
840,derivative,1,1,2,ether,0,history,3,1,r3-7,background,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,3,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,3,1,r3-7,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,3,1,r3-7,all,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,3,1,r7-14,background,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,ether,0,history,3,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,3,1,r7-14,departure,0,0,0,0,0,0,0,0
840,derivative,1,1,2,ether,0,history,3,1,r7-14,all,425040,0,425040,425040,0,60720,60720,0
840,derivative,1,1,2,perturbed,401,history,3,1,r3-7,background,360388,0,360388,360388,0,51653,51653,0
840,derivative,1,1,2,perturbed,401,history,3,1,r3-7,ambiguous,20914,0,20914,20914,0,3215,3215,0
840,derivative,1,1,2,perturbed,401,history,3,1,r3-7,departure,43738,254,43738,43738,254,8837,8837,254
840,derivative,1,1,2,perturbed,401,history,3,1,r3-7,all,425040,254,425040,425040,254,63705,63705,254
840,derivative,1,1,2,perturbed,401,history,3,1,r7-14,background,325109,0,325109,325109,0,46376,46376,0
840,derivative,1,1,2,perturbed,401,history,3,1,r7-14,ambiguous,35279,0,35279,35279,0,5277,5277,0
840,derivative,1,1,2,perturbed,401,history,3,1,r7-14,departure,64652,254,64652,64652,254,12052,12052,254
840,derivative,1,1,2,perturbed,401,history,3,1,r7-14,all,425040,254,425040,425040,254,63705,63705,254
840,derivative,1,1,2,perturbed,402,history,3,1,r3-7,background,328677,0,328677,328677,0,47084,47084,0
840,derivative,1,1,2,perturbed,402,history,3,1,r3-7,ambiguous,29980,0,29980,29980,0,4674,4674,0
840,derivative,1,1,2,perturbed,402,history,3,1,r3-7,departure,66383,479,66383,66383,479,13320,13320,479
840,derivative,1,1,2,perturbed,402,history,3,1,r3-7,all,425040,479,425040,425040,479,65078,65078,479
840,derivative,1,1,2,perturbed,402,history,3,1,r7-14,background,282426,0,282426,282426,0,40267,40267,0
840,derivative,1,1,2,perturbed,402,history,3,1,r7-14,ambiguous,46251,0,46251,46251,0,6817,6817,0
840,derivative,1,1,2,perturbed,402,history,3,1,r7-14,departure,96363,479,96363,96363,479,17994,17994,479
840,derivative,1,1,2,perturbed,402,history,3,1,r7-14,all,425040,479,425040,425040,479,65078,65078,479
840,derivative,1,1,2,random,301,history,4,1,r3-7,background,132553,0,132553,132553,0,19234,19234,0
840,derivative,1,1,2,random,301,history,4,1,r3-7,ambiguous,59989,0,59989,59989,0,9045,9045,0
840,derivative,1,1,2,random,301,history,4,1,r3-7,departure,232498,1191,232498,232498,1191,47361,47308,1138
840,derivative,1,1,2,random,301,history,4,1,r3-7,all,425040,1191,425040,425040,1191,75640,75587,1138
840,derivative,1,1,2,random,301,history,4,1,r7-14,background,72047,0,72047,72047,0,10210,10210,0
840,derivative,1,1,2,random,301,history,4,1,r7-14,ambiguous,60506,0,60506,60506,0,9024,9024,0
840,derivative,1,1,2,random,301,history,4,1,r7-14,departure,292487,1191,292487,292487,1191,56406,56353,1138
840,derivative,1,1,2,random,301,history,4,1,r7-14,all,425040,1191,425040,425040,1191,75640,75587,1138
840,derivative,1,1,2,random,302,history,4,1,r3-7,background,199526,0,199526,199526,0,28859,28859,0
840,derivative,1,1,2,random,302,history,4,1,r3-7,ambiguous,56575,0,56575,56575,0,8306,8306,0
840,derivative,1,1,2,random,302,history,4,1,r3-7,departure,168939,735,168939,168939,735,34434,34407,708
840,derivative,1,1,2,random,302,history,4,1,r3-7,all,425040,735,425040,425040,735,71599,71572,708
840,derivative,1,1,2,random,302,history,4,1,r7-14,background,128792,0,128792,128792,0,18352,18352,0
840,derivative,1,1,2,random,302,history,4,1,r7-14,ambiguous,70734,0,70734,70734,0,10507,10507,0
840,derivative,1,1,2,random,302,history,4,1,r7-14,departure,225514,735,225514,225514,735,42740,42713,708
840,derivative,1,1,2,random,302,history,4,1,r7-14,all,425040,735,425040,425040,735,71599,71572,708
840,derivative,1,1,2,random,303,history,4,1,r3-7,background,241478,0,241478,241478,0,34779,34779,0
840,derivative,1,1,2,random,303,history,4,1,r3-7,ambiguous,44510,0,44510,44510,0,6534,6534,0
840,derivative,1,1,2,random,303,history,4,1,r3-7,departure,139052,643,139052,139052,643,28133,28127,637
840,derivative,1,1,2,random,303,history,4,1,r3-7,all,425040,643,425040,425040,643,69446,69440,637
840,derivative,1,1,2,random,303,history,4,1,r7-14,background,187088,0,187088,187088,0,26664,26664,0
840,derivative,1,1,2,random,303,history,4,1,r7-14,ambiguous,54390,0,54390,54390,0,8115,8115,0
840,derivative,1,1,2,random,303,history,4,1,r7-14,departure,183562,643,183562,183562,643,34667,34661,637
840,derivative,1,1,2,random,303,history,4,1,r7-14,all,425040,643,425040,425040,643,69446,69440,637
840,derivative,1,1,2,random,304,history,4,1,r3-7,background,181629,0,181629,181629,0,26202,26202,0
840,derivative,1,1,2,random,304,history,4,1,r3-7,ambiguous,53981,0,53981,53981,0,8189,8189,0
840,derivative,1,1,2,random,304,history,4,1,r3-7,departure,189430,752,189430,189430,752,39040,39011,723
840,derivative,1,1,2,random,304,history,4,1,r3-7,all,425040,752,425040,425040,752,73431,73402,723
840,derivative,1,1,2,random,304,history,4,1,r7-14,background,116192,0,116192,116192,0,16533,16533,0
840,derivative,1,1,2,random,304,history,4,1,r7-14,ambiguous,65437,0,65437,65437,0,9669,9669,0
840,derivative,1,1,2,random,304,history,4,1,r7-14,departure,243411,752,243411,243411,752,47229,47200,723
840,derivative,1,1,2,random,304,history,4,1,r7-14,all,425040,752,425040,425040,752,73431,73402,723
840,derivative,1,1,2,random,305,history,4,1,r3-7,background,169282,0,169282,169282,0,24409,24409,0
840,derivative,1,1,2,random,305,history,4,1,r3-7,ambiguous,55532,0,55532,55532,0,8576,8576,0
840,derivative,1,1,2,random,305,history,4,1,r3-7,departure,200226,1014,200226,200226,1014,40269,40252,997
840,derivative,1,1,2,random,305,history,4,1,r3-7,all,425040,1014,425040,425040,1014,73254,73237,997
840,derivative,1,1,2,random,305,history,4,1,r7-14,background,105375,0,105375,105375,0,14982,14982,0
840,derivative,1,1,2,random,305,history,4,1,r7-14,ambiguous,63907,0,63907,63907,0,9427,9427,0
840,derivative,1,1,2,random,305,history,4,1,r7-14,departure,255758,1014,255758,255758,1014,48845,48828,997
840,derivative,1,1,2,random,305,history,4,1,r7-14,all,425040,1014,425040,425040,1014,73254,73237,997
840,derivative,1,1,2,random,306,history,4,1,r3-7,background,208168,0,208168,208168,0,30041,30041,0
840,derivative,1,1,2,random,306,history,4,1,r3-7,ambiguous,53838,0,53838,53838,0,8135,8135,0
840,derivative,1,1,2,random,306,history,4,1,r3-7,departure,163034,853,163034,163034,853,33054,33033,832
840,derivative,1,1,2,random,306,history,4,1,r3-7,all,425040,853,425040,425040,853,71230,71209,832
840,derivative,1,1,2,random,306,history,4,1,r7-14,background,140588,0,140588,140588,0,19986,19986,0
840,derivative,1,1,2,random,306,history,4,1,r7-14,ambiguous,67580,0,67580,67580,0,10055,10055,0
840,derivative,1,1,2,random,306,history,4,1,r7-14,departure,216872,853,216872,216872,853,41189,41168,832
840,derivative,1,1,2,random,306,history,4,1,r7-14,all,425040,853,425040,425040,853,71230,71209,832
840,derivative,1,1,2,random,307,history,4,1,r3-7,background,139625,0,139625,139625,0,20210,20210,0
840,derivative,1,1,2,random,307,history,4,1,r3-7,ambiguous,61274,0,61274,61274,0,9307,9307,0
840,derivative,1,1,2,random,307,history,4,1,r3-7,departure,224141,1039,224141,224141,1039,45474,45453,1018
840,derivative,1,1,2,random,307,history,4,1,r3-7,all,425040,1039,425040,425040,1039,74991,74970,1018
840,derivative,1,1,2,random,307,history,4,1,r7-14,background,75219,0,75219,75219,0,10679,10679,0
840,derivative,1,1,2,random,307,history,4,1,r7-14,ambiguous,64406,0,64406,64406,0,9531,9531,0
840,derivative,1,1,2,random,307,history,4,1,r7-14,departure,285415,1039,285415,285415,1039,54781,54760,1018
840,derivative,1,1,2,random,307,history,4,1,r7-14,all,425040,1039,425040,425040,1039,74991,74970,1018
840,derivative,1,1,2,random,308,history,4,1,r3-7,background,163241,0,163241,163241,0,23432,23432,0
